#;DATETIME;iDay;OPEN;HIGH;LOW;CLOSE;5-Costf L;6-200DMA
9821;1354291200;413;1.29806;1.2999;1.29745;1.29945;-0.01726884;1.27958705
9820;1354294800;413;1.29946;1.30231;1.29945;1.30053;-0.01402505;1.27958705
9819;1354298400;413;1.30049;1.30162;1.30023;1.30084;-0.01648166;1.27958705
9818;1354302000;413;1.30084;1.30107;1.29956;1.30008;-0.01683743;1.27958705
9817;1354305600;413;1.30008;1.30052;1.29961;1.30018;-0.01649772;1.27958705
9816;1354309200;413;1.30018;1.30025;1.29959;1.29971;-0.02119704;1.27958705
9815;1354312800;413;1.29969;1.30078;1.29962;1.3003;-0.01951857;1.27958705
9814;1354316400;413;1.30031;1.30061;1.29806;1.29862;-0.0208067;1.27958705
9813;1354492800;412;1.29808;1.29963;1.29806;1.29951;-0.0195843;1.2793563
9812;1354496400;412;1.2995;1.29964;1.29869;1.29939;-0.01845481;1.2793563
9811;1354500000;412;1.2994;1.30022;1.29928;1.30019;-0.01427484;1.2793563
9810;1354503600;412;1.30019;1.30464;1.29988;1.30368;-0.00537709;1.2793563
9809;1354507200;412;1.3037;1.30433;1.30331;1.30378;-0.00562978;1.2793563
9808;1354510800;412;1.30379;1.30397;1.30337;1.30391;-0.00562922;1.2793563
9807;1354514400;412;1.30391;1.30421;1.30355;1.30378;-0.00624338;1.2793563
9806;1354518000;412;1.30378;1.30378;1.30258;1.30314;-0.00827233;1.2793563
9805;1354521600;412;1.30313;1.30313;1.30213;1.30286;-0.00898024;1.2793563
9804;1354525200;412;1.30285;1.30378;1.30218;1.30316;-0.00992971;1.2793563
9803;1354528800;412;1.30317;1.30407;1.30193;1.30276;-0.00921889;1.2793563
9802;1354532400;412;1.30276;1.30484;1.30246;1.30413;-0.00487681;1.2793563
9801;1354536000;412;1.30412;1.30421;1.30301;1.30347;-0.00820886;1.2793563
9800;1354539600;412;1.30348;1.30367;1.30229;1.30273;-0.01023236;1.2793563
9799;1354543200;412;1.30274;1.30739;1.30257;1.3057;-0.00259631;1.2793563
9798;1354546800;412;1.3057;1.30668;1.30506;1.30528;-0.00288061;1.2793563
9797;1354550400;412;1.30527;1.30537;1.30326;1.30444;-0.00548895;1.2793563
9796;1354554000;412;1.30443;1.30741;1.30411;1.30716;0.00054316;1.2793563
9795;1354557600;412;1.30717;1.30752;1.30578;1.30653;-0.00152312;1.2793563
9794;1354561200;412;1.30652;1.30708;1.30544;1.30548;-0.00545393;1.2793563
9793;1354564800;412;1.30548;1.30653;1.30542;1.3057;-0.00512369;1.2793563
9792;1354568400;412;1.30571;1.30627;1.30543;1.30576;-0.00371431;1.2793563
9791;1354572000;412;1.30575;1.30593;1.30482;1.30533;-0.00560778;1.2793563
9790;1354575600;412;1.30531;1.30533;1.30477;1.30514;-0.00843588;1.2793563
9789;1354579200;411;1.30516;1.30597;1.30482;1.30572;-0.00822535;1.27918425
9788;1354582800;411;1.30571;1.30632;1.30519;1.30619;-0.00656872;1.27918425
9787;1354586400;411;1.3062;1.30622;1.30452;1.30507;-0.00727164;1.27918425
9786;1354590000;411;1.30505;1.30554;1.30454;1.3047;-0.00537288;1.27918425
9785;1354593600;411;1.30468;1.30504;1.30454;1.30482;-0.00270535;1.27918425
9784;1354597200;411;1.3048;1.30628;1.30474;1.30591;0.00059728;1.27918425
9783;1354600800;411;1.3059;1.30642;1.30515;1.30551;0.00129451;1.27918425
9782;1354604400;411;1.3055;1.30572;1.3051;1.30531;0.00203783;1.27918425
9781;1354608000;411;1.30533;1.30677;1.30507;1.30655;0.00389576;1.27918425
9780;1354611600;411;1.30654;1.30757;1.30581;1.30705;0.00254772;1.27918425
9779;1354615200;411;1.30704;1.30816;1.30567;1.3074;0.00033655;1.27918425
9778;1354618800;411;1.3074;1.30781;1.30664;1.30705;-0.00222639;1.27918425
9777;1354622400;411;1.30705;1.30843;1.30587;1.30738;-0.0006731;1.27918425
9776;1354626000;411;1.30736;1.30843;1.30694;1.30807;0.00057336;1.27918425
9775;1354629600;411;1.30808;1.30952;1.30762;1.30928;0.00327661;1.27918425
9774;1354633200;411;1.30927;1.31071;1.30856;1.30966;0.00515401;1.27918425
9773;1354636800;411;1.30966;1.30995;1.30849;1.30864;0.00173463;1.27918425
9772;1354640400;411;1.30866;1.3092;1.30766;1.30856;0.00363759;1.27918425
9771;1354644000;411;1.30855;1.30855;1.30722;1.30802;0.00290515;1.27918425
9770;1354647600;411;1.308;1.30979;1.30776;1.30918;0.00717243;1.27918425
9769;1354651200;411;1.30918;1.3097;1.30876;1.30968;0.00773471;1.27918425
9768;1354654800;411;1.30969;1.3108;1.30955;1.3098;0.01038326;1.27918425
9767;1354658400;411;1.30981;1.31014;1.3093;1.30936;0.00874473;1.27918425
9766;1354662000;411;1.30934;1.30963;1.30897;1.30932;0.00751535;1.27918425
9765;1354665600;410;1.3092;1.30943;1.30897;1.3092;0.00920409;1.27900245
9764;1354669200;410;1.30921;1.30976;1.30891;1.30976;0.01000183;1.27900245
9763;1354672800;410;1.30975;1.31164;1.30955;1.31026;0.01315006;1.27900245
9762;1354676400;410;1.31025;1.31027;1.30962;1.30994;0.01307693;1.27900245
9761;1354680000;410;1.30993;1.31121;1.30992;1.31043;0.01438459;1.27900245
9760;1354683600;410;1.31042;1.31117;1.31019;1.31073;0.0132369;1.27900245
9759;1354687200;410;1.31074;1.31239;1.31074;1.31155;0.01418932;1.27900245
9758;1354690800;410;1.31155;1.31184;1.3106;1.31072;0.01338959;1.27900245
9757;1354694400;410;1.31073;1.31129;1.31052;1.31121;0.01354474;1.27900245
9756;1354698000;410;1.31122;1.31201;1.31057;1.31165;0.01610948;1.27900245
9755;1354701600;410;1.31165;1.31261;1.31058;1.31146;0.01463255;1.27900245
9754;1354705200;410;1.31146;1.31161;1.30905;1.30917;0.01050284;1.27900245
9753;1354708800;410;1.30917;1.30957;1.30804;1.30867;0.01146966;1.27900245
9752;1354712400;410;1.30872;1.30947;1.30741;1.3078;0.0093057;1.27900245
9751;1354716000;410;1.30781;1.30807;1.30605;1.30739;0.00647856;1.27900245
9750;1354719600;410;1.30739;1.30749;1.30597;1.30668;0.00381119;1.27900245
9749;1354723200;410;1.30668;1.30793;1.30611;1.3074;0.00641732;1.27900245
9748;1354726800;410;1.30744;1.30787;1.30652;1.30675;0.00634398;1.27900245
9747;1354730400;410;1.30675;1.3077;1.30625;1.30757;0.00682946;1.27900245
9746;1354734000;410;1.30757;1.30898;1.30757;1.30848;0.0111427;1.27900245
9745;1354737600;410;1.30853;1.30861;1.30805;1.3081;0.01259843;1.27900245
9744;1354741200;410;1.30808;1.30834;1.30749;1.3078;0.01408472;1.27900245
9743;1354744800;410;1.30781;1.30827;1.30704;1.30721;0.0129742;1.27900245
9742;1354748400;410;1.3072;1.30731;1.30628;1.30656;0.01342457;1.27900245
9741;1354752000;409;1.30651;1.30719;1.3062;1.30694;0.01339771;1.27887275
9740;1354755600;409;1.30692;1.30728;1.30669;1.30706;0.01345768;1.27887275
9739;1354759200;409;1.30708;1.30762;1.30548;1.30551;0.00821901;1.27887275
9738;1354762800;409;1.30553;1.30572;1.30447;1.30496;0.00562469;1.27887275
9737;1354766400;409;1.30497;1.30586;1.30492;1.30573;0.00741348;1.27887275
9736;1354770000;409;1.30572;1.30578;1.30476;1.30519;0.00707177;1.27887275
9735;1354773600;409;1.30518;1.30578;1.30505;1.30548;0.00692466;1.27887275
9734;1354777200;409;1.30548;1.30575;1.30526;1.30566;0.00677052;1.27887275
9733;1354780800;409;1.30567;1.30631;1.30534;1.30576;0.00716824;1.27887275
9732;1354784400;409;1.30571;1.30581;1.30416;1.30484;0.00215352;1.27887275
9731;1354788000;409;1.30484;1.30732;1.30417;1.30656;0.00498255;1.27887275
9730;1354791600;409;1.30655;1.30808;1.30624;1.30775;0.00815141;1.27887275
9729;1354795200;409;1.30776;1.30796;1.30697;1.30735;0.00719012;1.27887275
9728;1354798800;409;1.30735;1.30858;1.30625;1.30634;0.00765497;1.27887275
9727;1354802400;409;1.30634;1.30797;1.30542;1.30763;0.01086699;1.27887275
9726;1354806000;409;1.30762;1.30835;1.30259;1.3034;0.00009207;1.27887275
9725;1354809600;409;1.3034;1.30385;1.30005;1.3003;-0.0058525;1.27887275
9724;1354813200;409;1.30032;1.3004;1.29763;1.29841;-0.01048205;1.27887275
9723;1354816800;409;1.29843;1.29877;1.29603;1.29663;-0.01399783;1.27887275
9722;1354820400;409;1.29662;1.29729;1.29505;1.29535;-0.01761686;1.27887275
9721;1354824000;409;1.29533;1.29595;1.29497;1.29556;-0.0179845;1.27887275
9720;1354827600;409;1.29555;1.29637;1.29536;1.29626;-0.01754278;1.27887275
9719;1354831200;409;1.29627;1.29703;1.2961;1.29688;-0.01750355;1.27887275
9718;1354834800;409;1.29689;1.29713;1.29647;1.29661;-0.01948157;1.27887275
9717;1354838400;408;1.29659;1.29708;1.29542;1.29558;-0.02029979;1.27870055
9716;1354842000;408;1.29568;1.2968;1.29562;1.29601;-0.02136558;1.27870055
9715;1354845600;408;1.29596;1.29681;1.29596;1.29652;-0.01975288;1.27870055
9714;1354849200;408;1.29652;1.29703;1.29637;1.29691;-0.02157436;1.27870055
9713;1354852800;408;1.29692;1.29718;1.29667;1.29686;-0.01973999;1.27870055
9712;1354856400;408;1.29681;1.29693;1.29644;1.2967;-0.02106116;1.27870055
9711;1354860000;408;1.2967;1.29696;1.29654;1.29681;-0.02247824;1.27870055
9710;1354863600;408;1.29682;1.29698;1.29556;1.29571;-0.02531431;1.27870055
9709;1354867200;408;1.29572;1.29614;1.29521;1.29592;-0.0246543;1.27870055
9708;1354870800;408;1.29591;1.29635;1.29284;1.29359;-0.02701783;1.27870055
9707;1354874400;408;1.2936;1.29427;1.29175;1.29279;-0.02800145;1.27870055
9706;1354878000;408;1.2928;1.29418;1.29166;1.2938;-0.02596228;1.27870055
9705;1354881600;408;1.29379;1.29393;1.29226;1.29258;-0.02918195;1.27870055
9704;1354885200;408;1.29259;1.29289;1.29145;1.29282;-0.02822512;1.27870055
9703;1354888800;408;1.29282;1.29331;1.28967;1.29049;-0.03366938;1.27870055
9702;1354892400;408;1.29053;1.29183;1.28759;1.29046;-0.03231406;1.27870055
9701;1354896000;408;1.29046;1.29172;1.28914;1.29006;-0.03239384;1.27870055
9700;1354899600;408;1.29006;1.29399;1.2897;1.2927;-0.02627833;1.27870055
9699;1354903200;408;1.2927;1.29512;1.29244;1.29407;-0.02384724;1.27870055
9698;1354906800;408;1.29407;1.29462;1.29346;1.2939;-0.02617668;1.27870055
9697;1354910400;408;1.29391;1.29398;1.29288;1.29293;-0.02908123;1.27870055
9696;1354914000;408;1.29293;1.2931;1.29238;1.29255;-0.02909752;1.27870055
9695;1354917600;408;1.29253;1.293;1.29194;1.29293;-0.02851663;1.27870055
9694;1354921200;408;1.29293;1.29296;1.29215;1.29255;-0.02956172;1.27870055
9693;1355097600;407;1.28873;1.2892;1.2886;1.28907;-0.03909795;1.2785646
9692;1355101200;407;1.28908;1.29058;1.28908;1.29048;-0.03580063;1.2785646
9691;1355104800;407;1.29051;1.29152;1.29025;1.29102;-0.03727285;1.2785646
9690;1355108400;407;1.29103;1.29149;1.29026;1.2911;-0.03689102;1.2785646
9689;1355112000;407;1.29112;1.29119;1.28986;1.29059;-0.03878071;1.2785646
9688;1355115600;407;1.29058;1.29059;1.28967;1.28969;-0.04198683;1.2785646
9687;1355119200;407;1.28971;1.28986;1.28896;1.2896;-0.0413384;1.2785646
9686;1355122800;407;1.28959;1.29063;1.28916;1.29023;-0.04657309;1.2785646
9685;1355126400;407;1.29024;1.29146;1.29016;1.29056;-0.04460079;1.2785646
9684;1355130000;407;1.29055;1.29109;1.28856;1.28945;-0.04397999;1.2785646
9683;1355133600;407;1.28946;1.2917;1.2893;1.29076;-0.03974403;1.2785646
9682;1355137200;407;1.29076;1.29099;1.28966;1.28967;-0.04474788;1.2785646
9681;1355140800;407;1.28969;1.2909;1.28966;1.29084;-0.04161631;1.2785646
9680;1355144400;407;1.29083;1.29192;1.2906;1.29079;-0.0403009;1.2785646
9679;1355148000;407;1.2908;1.29178;1.29027;1.29166;-0.03892665;1.2785646
9678;1355151600;407;1.29165;1.29409;1.29161;1.29358;-0.03549065;1.2785646
9677;1355155200;407;1.29357;1.29422;1.29269;1.2937;-0.03514725;1.2785646
9676;1355158800;407;1.29373;1.29381;1.2922;1.29252;-0.04098196;1.2785646
9675;1355162400;407;1.29252;1.29298;1.29216;1.29282;-0.03913925;1.2785646
9674;1355166000;407;1.29282;1.29404;1.29282;1.29362;-0.03600748;1.2785646
9673;1355169600;407;1.29363;1.29365;1.29324;1.2933;-0.03778706;1.2785646
9672;1355173200;407;1.29329;1.29398;1.29319;1.29377;-0.03613471;1.2785646
9671;1355176800;407;1.29378;1.29439;1.29351;1.29416;-0.03270075;1.2785646
9670;1355180400;407;1.29415;1.29448;1.29385;1.29396;-0.03431327;1.2785646
9669;1355184000;406;1.29397;1.29423;1.29367;1.29392;-0.03450754;1.27842685
9668;1355187600;406;1.29388;1.29398;1.29336;1.29355;-0.03521317;1.27842685
9667;1355191200;406;1.29354;1.29476;1.29354;1.29382;-0.03655068;1.27842685
9666;1355194800;406;1.29382;1.29397;1.29303;1.29352;-0.03622673;1.27842685
9665;1355198400;406;1.29354;1.29396;1.29345;1.29371;-0.03695573;1.27842685
9664;1355202000;406;1.2937;1.2937;1.29281;1.29333;-0.03842793;1.27842685
9663;1355205600;406;1.29332;1.29614;1.29285;1.29486;-0.03337813;1.27842685
9662;1355209200;406;1.29487;1.2958;1.29452;1.29554;-0.03191719;1.27842685
9661;1355212800;406;1.29554;1.29618;1.2947;1.295;-0.03135135;1.27842685
9660;1355216400;406;1.295;1.29564;1.29393;1.2941;-0.03294181;1.27842685
9659;1355220000;406;1.29411;1.29575;1.29385;1.29442;-0.03126497;1.27842685
9658;1355223600;406;1.29442;1.29643;1.29434;1.29626;-0.02729391;1.27842685
9657;1355227200;406;1.29625;1.29751;1.29563;1.29576;-0.02967371;1.27842685
9656;1355230800;406;1.29576;1.29968;1.29575;1.29915;-0.02137551;1.27842685
9655;1355234400;406;1.29916;1.29965;1.29835;1.29835;-0.02362999;1.27842685
9654;1355238000;406;1.29835;1.29969;1.29817;1.29925;-0.02345199;1.27842685
9653;1355241600;406;1.29926;1.29992;1.29814;1.29992;-0.02315527;1.27842685
9652;1355245200;406;1.29992;1.30074;1.29915;1.29969;-0.0231132;1.27842685
9651;1355248800;406;1.29969;1.3001;1.29851;1.29911;-0.02556366;1.27842685
9650;1355252400;406;1.2991;1.30004;1.29874;1.29982;-0.02411872;1.27842685
9649;1355256000;406;1.29983;1.30146;1.29983;1.30073;-0.02283333;1.27842685
9648;1355259600;406;1.30074;1.30107;1.30016;1.30027;-0.02487945;1.27842685
9647;1355263200;406;1.30031;1.30084;1.3;1.30029;-0.02219505;1.27842685
9646;1355266800;406;1.3003;1.3005;1.30005;1.30037;-0.02633097;1.27842685
9645;1355270400;405;1.30039;1.30116;1.29997;1.30072;-0.02560121;1.2783735
9644;1355274000;405;1.30073;1.30127;1.30037;1.30099;-0.02590335;1.2783735
9643;1355277600;405;1.30098;1.30105;1.30002;1.30016;-0.02735048;1.2783735
9642;1355281200;405;1.30018;1.30103;1.29997;1.30094;-0.02578904;1.2783735
9641;1355284800;405;1.30095;1.30121;1.30087;1.30101;-0.02628727;1.2783735
9640;1355288400;405;1.301;1.3011;1.29989;1.30015;-0.02977349;1.2783735
9639;1355292000;405;1.30015;1.3004;1.29965;1.29965;-0.03293194;1.2783735
9638;1355295600;405;1.29966;1.30027;1.29966;1.2998;-0.03468226;1.2783735
9637;1355299200;405;1.29981;1.30069;1.29956;1.30048;-0.03275714;1.2783735
9636;1355302800;405;1.30048;1.30109;1.29949;1.30026;-0.03243198;1.2783735
9635;1355306400;405;1.30026;1.30127;1.2998;1.30069;-0.03035312;1.2783735
9634;1355310000;405;1.30071;1.30251;1.30034;1.30124;-0.03016354;1.2783735
9633;1355313600;405;1.30124;1.30301;1.3012;1.30269;-0.02882497;1.2783735
9632;1355317200;405;1.30269;1.303;1.30241;1.30257;-0.02660126;1.2783735
9631;1355320800;405;1.30257;1.30524;1.30249;1.30442;-0.02090584;1.2783735
9630;1355324400;405;1.30443;1.30462;1.30356;1.30386;-0.02190419;1.2783735
9629;1355328000;405;1.30387;1.30454;1.3032;1.30334;-0.02251139;1.2783735
9628;1355331600;405;1.30335;1.30471;1.30328;1.30398;-0.02086688;1.2783735
9627;1355335200;405;1.30398;1.30427;1.30314;1.30365;-0.02301231;1.2783735
9626;1355338800;405;1.30365;1.3096;1.30359;1.30871;-0.01173675;1.2783735
9625;1355342400;405;1.30873;1.3096;1.3074;1.3082;-0.01310197;1.2783735
9624;1355346000;405;1.30821;1.3091;1.30773;1.30802;-0.01509916;1.2783735
9623;1355349600;405;1.30803;1.30811;1.30603;1.30631;-0.01952063;1.2783735
9622;1355353200;405;1.30632;1.30745;1.30624;1.30727;-0.01665303;1.2783735
9621;1355356800;404;1.30725;1.30727;1.30682;1.30689;-0.01808875;1.27833585
9620;1355360400;404;1.30692;1.30694;1.30637;1.30637;-0.01806533;1.27833585
9619;1355364000;404;1.30638;1.30765;1.30637;1.30671;-0.01845857;1.27833585
9618;1355367600;404;1.30671;1.30685;1.30552;1.30613;-0.02278487;1.27833585
9617;1355371200;404;1.30613;1.30691;1.30613;1.30634;-0.02125787;1.27833585
9616;1355374800;404;1.30634;1.308;1.30589;1.30787;-0.01731059;1.27833585
9615;1355378400;404;1.30782;1.30904;1.30775;1.30829;-0.01602856;1.27833585
9614;1355382000;404;1.3083;1.30885;1.30793;1.30823;-0.01584584;1.27833585
9613;1355385600;404;1.30823;1.30967;1.30788;1.30961;-0.01419507;1.27833585
9612;1355389200;404;1.30963;1.30979;1.30842;1.30859;-0.01629999;1.27833585
9611;1355392800;404;1.3086;1.30998;1.30563;1.30641;-0.02131031;1.27833585
9610;1355396400;404;1.30642;1.30732;1.30492;1.30623;-0.02219364;1.27833585
9609;1355400000;404;1.30625;1.30649;1.30417;1.30556;-0.02503906;1.27833585
9608;1355403600;404;1.30556;1.30635;1.30404;1.30613;-0.0242472;1.27833585
9607;1355407200;404;1.30617;1.3071;1.30546;1.30684;-0.02038505;1.27833585
9606;1355410800;404;1.30684;1.30854;1.30603;1.30702;-0.02145338;1.27833585
9605;1355414400;404;1.30702;1.3083;1.30633;1.30736;-0.02047638;1.27833585
9604;1355418000;404;1.30736;1.30994;1.30736;1.30871;-0.01746758;1.27833585
9603;1355421600;404;1.30871;1.30876;1.30754;1.30757;-0.01926474;1.27833585
9602;1355425200;404;1.30758;1.30766;1.30588;1.30688;-0.02162402;1.27833585
9601;1355428800;404;1.30686;1.30763;1.30665;1.30762;-0.02104587;1.27833585
9600;1355432400;404;1.30761;1.30777;1.30705;1.30741;-0.02419287;1.27833585
9599;1355436000;404;1.30742;1.30772;1.30699;1.30758;-0.02671347;1.27833585
9598;1355439600;404;1.30759;1.30768;1.30724;1.30759;-0.02893109;1.27833585
9597;1355443200;403;1.30751;1.30763;1.30715;1.30737;-0.02928016;1.2782374
9596;1355446800;403;1.30739;1.30773;1.30722;1.30751;-0.02995006;1.2782374
9595;1355450400;403;1.30752;1.30769;1.30657;1.30682;-0.03153456;1.2782374
9594;1355454000;403;1.30683;1.30845;1.30683;1.30824;-0.02728857;1.2782374
9593;1355457600;403;1.30826;1.30945;1.30813;1.30939;-0.02264413;1.2782374
9592;1355461200;403;1.3094;1.30945;1.30816;1.30873;-0.02608636;1.2782374
9591;1355464800;403;1.30873;1.30885;1.30809;1.30873;-0.02520764;1.2782374
9590;1355468400;403;1.30872;1.30992;1.30846;1.3095;-0.02500955;1.2782374
9589;1355472000;403;1.3095;1.31142;1.30865;1.31087;-0.02245837;1.2782374
9588;1355475600;403;1.31088;1.31188;1.30999;1.31101;-0.02150251;1.2782374
9587;1355479200;403;1.31102;1.31129;1.30735;1.30771;-0.02958607;1.2782374
9586;1355482800;403;1.30772;1.30866;1.30675;1.30839;-0.02812617;1.2782374
9585;1355486400;403;1.30843;1.30924;1.30688;1.30849;-0.02771897;1.2782374
9584;1355490000;403;1.30849;1.30988;1.30827;1.30878;-0.02794205;1.2782374
9583;1355493600;403;1.30879;1.30935;1.30729;1.30795;-0.02968003;1.2782374
9582;1355497200;403;1.30796;1.30877;1.3066;1.30798;-0.0294347;1.2782374
9581;1355500800;403;1.30799;1.30994;1.30792;1.30857;-0.02975003;1.2782374
9580;1355504400;403;1.30858;1.31127;1.30825;1.31083;-0.0240382;1.2782374
9579;1355508000;403;1.31084;1.31406;1.31066;1.31333;-0.01932492;1.2782374
9578;1355511600;403;1.31336;1.31728;1.31331;1.31673;-0.01158932;1.2782374
9577;1355515200;403;1.31673;1.31684;1.31617;1.31623;-0.01359185;1.2782374
9576;1355518800;403;1.31622;1.3163;1.3154;1.3158;-0.01043472;1.2782374
9575;1355522400;403;1.31581;1.31589;1.3154;1.31557;-0.00964601;1.2782374
9574;1355526000;403;1.31557;1.31637;1.31531;1.31615;-0.00861604;1.2782374
9573;1355702400;402;1.31667;1.31878;1.31615;1.31812;-0.00528783;1.2782575
9572;1355706000;402;1.31792;1.3185;1.31617;1.31642;-0.00967776;1.2782575
9571;1355709600;402;1.31643;1.31676;1.31537;1.31606;-0.01400392;1.2782575
9570;1355713200;402;1.31605;1.31652;1.31549;1.31576;-0.01567155;1.2782575
9569;1355716800;402;1.31575;1.31596;1.31506;1.31559;-0.01486785;1.2782575
9568;1355720400;402;1.31558;1.31558;1.31477;1.31546;-0.01309048;1.2782575
9567;1355724000;402;1.31546;1.31649;1.31522;1.31627;-0.01103117;1.2782575
9566;1355727600;402;1.31628;1.31652;1.31546;1.31584;-0.01199994;1.2782575
9565;1355731200;402;1.31585;1.31591;1.31485;1.31487;-0.0141687;1.2782575
9564;1355734800;402;1.31488;1.31639;1.31435;1.31556;-0.01251938;1.2782575
9563;1355738400;402;1.31556;1.31682;1.31505;1.31585;-0.01153627;1.2782575
9562;1355742000;402;1.31585;1.31652;1.31486;1.31567;-0.01050415;1.2782575
9561;1355745600;402;1.31567;1.31607;1.31447;1.31544;-0.01001946;1.2782575
9560;1355749200;402;1.31542;1.31636;1.3149;1.31508;-0.01162667;1.2782575
9559;1355752800;402;1.31509;1.31676;1.31488;1.31646;-0.00927487;1.2782575
9558;1355756400;402;1.31647;1.31705;1.31549;1.31575;-0.0100703;1.2782575
9557;1355760000;402;1.31575;1.31723;1.31496;1.31721;-0.00763735;1.2782575
9556;1355763600;402;1.3172;1.3178;1.316;1.31608;-0.00890523;1.2782575
9555;1355767200;402;1.31609;1.31716;1.31579;1.31678;-0.00741202;1.2782575
9554;1355770800;402;1.31677;1.31728;1.31555;1.31555;-0.00836152;1.2782575
9553;1355774400;402;1.31556;1.31646;1.31554;1.31617;-0.00754462;1.2782575
9552;1355778000;402;1.31617;1.31636;1.31552;1.31591;-0.01082141;1.2782575
9551;1355781600;402;1.31591;1.31619;1.31552;1.31612;-0.01161748;1.2782575
9550;1355785200;402;1.31613;1.31627;1.31584;1.31621;-0.01242203;1.2782575
9549;1355788800;401;1.31623;1.31633;1.31533;1.31587;-0.01370956;1.2782654
9548;1355792400;401;1.31585;1.31645;1.31574;1.31593;-0.0140053;1.2782654
9547;1355796000;401;1.31592;1.31655;1.31592;1.31655;-0.01386958;1.2782654
9546;1355799600;401;1.31654;1.31726;1.31647;1.31723;-0.01616271;1.2782654
9545;1355803200;401;1.31724;1.31767;1.31694;1.31696;-0.01272628;1.2782654
9544;1355806800;401;1.31695;1.31747;1.31683;1.31712;-0.01021927;1.2782654
9543;1355810400;401;1.31713;1.31745;1.31669;1.31728;-0.00974736;1.2782654
9542;1355814000;401;1.31726;1.3173;1.31691;1.31712;-0.01143404;1.2782654
9541;1355817600;401;1.31712;1.31771;1.31683;1.31691;-0.01460996;1.2782654
9540;1355821200;401;1.3169;1.31692;1.31612;1.31654;-0.02006016;1.2782654
9539;1355824800;401;1.31653;1.31726;1.31558;1.31726;-0.02017066;1.2782654
9538;1355828400;401;1.31728;1.31791;1.31674;1.31735;-0.01953923;1.2782654
9537;1355832000;401;1.31734;1.31888;1.31734;1.31823;-0.01531599;1.2782654
9536;1355835600;401;1.31824;1.31864;1.31739;1.31781;-0.01574582;1.2782654
9535;1355839200;401;1.31778;1.31873;1.31774;1.31806;-0.01463515;1.2782654
9534;1355842800;401;1.31805;1.31859;1.3171;1.31761;-0.01625671;1.2782654
9533;1355846400;401;1.31761;1.31857;1.31757;1.31776;-0.01617897;1.2782654
9532;1355850000;401;1.31776;1.32141;1.31765;1.32124;-0.00740214;1.2782654
9531;1355853600;401;1.32123;1.32322;1.32115;1.3222;-0.00504462;1.2782654
9530;1355857200;401;1.3222;1.32307;1.32198;1.32292;-0.00408188;1.2782654
9529;1355860800;401;1.32294;1.32377;1.32254;1.32281;-0.00514813;1.2782654
9528;1355864400;401;1.32282;1.32292;1.32163;1.32188;-0.0036085;1.2782654
9527;1355868000;401;1.32189;1.3227;1.32181;1.32207;-0.00413745;1.2782654
9526;1355871600;401;1.32206;1.32284;1.32192;1.32276;-0.00006048;1.2782654
9525;1355875200;400;1.32275;1.32284;1.32216;1.32222;0.00162605;1.278339
9524;1355878800;400;1.32223;1.32348;1.32216;1.32269;0.00503519;1.278339
9523;1355882400;400;1.32268;1.32334;1.32238;1.32269;0.00572319;1.278339
9522;1355886000;400;1.32268;1.32296;1.32236;1.32287;0.00638763;1.278339
9521;1355889600;400;1.32288;1.3256;1.32278;1.32492;0.01441596;1.278339
9520;1355893200;400;1.32491;1.32523;1.32444;1.32472;0.01290839;1.278339
9519;1355896800;400;1.32473;1.32515;1.32446;1.32485;0.01312601;1.278339
9518;1355900400;400;1.32486;1.32493;1.32451;1.32493;0.0132007;1.278339
9517;1355904000;400;1.32492;1.32493;1.32404;1.32435;0.01109978;1.278339
9516;1355907600;400;1.32436;1.3247;1.32357;1.32402;0.0113669;1.278339
9515;1355911200;400;1.324;1.3244;1.32282;1.32389;0.01401174;1.278339
9514;1355914800;400;1.32385;1.32726;1.32378;1.32691;0.02045353;1.278339
9513;1355918400;400;1.32691;1.3283;1.32677;1.32719;0.02143627;1.278339
9512;1355922000;400;1.32721;1.32824;1.32717;1.32724;0.02165396;1.278339
9511;1355925600;400;1.32727;1.33006;1.32693;1.32945;0.02543157;1.278339
9510;1355929200;400;1.32945;1.33079;1.3288;1.32901;0.02485309;1.278339
9509;1355932800;400;1.32902;1.33006;1.32829;1.32839;0.01997154;1.278339
9508;1355936400;400;1.3284;1.32848;1.32507;1.32576;0.01409757;1.278339
9507;1355940000;400;1.32577;1.32693;1.32465;1.32468;0.01616239;1.278339
9506;1355943600;400;1.32467;1.32546;1.3236;1.32439;0.01143168;1.278339
9505;1355947200;400;1.32439;1.32459;1.32399;1.32418;0.01254361;1.278339
9504;1355950800;400;1.32417;1.32489;1.32408;1.32451;0.01424678;1.278339
9503;1355954400;400;1.32452;1.32509;1.32397;1.324;0.0134139;1.278339
9502;1355958000;400;1.32401;1.32428;1.32239;1.32247;0.00974691;1.278339
9501;1355961600;399;1.32244;1.32279;1.31868;1.32012;0.0024922;1.2784373
9500;1355965200;399;1.32013;1.32129;1.31997;1.32113;0.0048292;1.2784373
9499;1355968800;399;1.32114;1.322;1.32053;1.32176;0.00670318;1.2784373
9498;1355972400;399;1.32177;1.32257;1.32145;1.32219;0.01102716;1.2784373
9497;1355976000;399;1.32218;1.32261;1.32146;1.32221;0.01154885;1.2784373
9496;1355979600;399;1.32222;1.32264;1.32167;1.32248;0.01499456;1.2784373
9495;1355983200;399;1.32249;1.32282;1.32171;1.32215;0.0171085;1.2784373
